Editorial,ISSN,eISSN,Título,Tipo,Descuento,Promotor
Springer,,1572-9842,African Archaeological Review,Híbrida,100,CRUE/CSIC
Springer,,2190-7668,Afrika Matematika,Híbrida,100,CRUE/CSIC
Springer,,1936-606X,Ageing International,Híbrida,100,CRUE/CSIC
Springer,,1720-8319,Aging Clinical and Experimental Research,Sólo Open Access,,CRUE/CSIC
Springer,,2249-7218,Agricultural Research,Híbrida,100,CRUE/CSIC
Springer,,1572-8366,Agriculture and Human Values,Híbrida,100,CRUE/CSIC
Springer,,1572-9680,Agroforestry Systems,Híbrida,100,CRUE/CSIC
Springer,,1773-0155,Agronomy for Sustainable Development,Híbrida,100,CRUE/CSIC
Springer,,1435-5655,AI & SOCIETY,Híbrida,100,CRUE/CSIC
Springer,,2730-5961,AI and Ethics,Híbrida,100,CRUE/CSIC
Springer,,1573-3254,AIDS and Behavior,Híbrida,100,CRUE/CSIC
Springer,,1873-9326,"Air Quality, Atmosphere & Health",Híbrida,100,CRUE/CSIC
Springer,,1573-8302,Algebra and Logic,Híbrida,100,CRUE/CSIC
Springer,,1420-8911,Algebra Universalis,Híbrida,100,CRUE/CSIC
Springer,,1572-9079,Algebras and Representation Theory,Híbrida,100,CRUE/CSIC
Springer,,1432-0541,Algorithmica,Híbrida,100,CRUE/CSIC
Springer,,2195-6405,Allergo Journal,Híbrida,100,CRUE/CSIC
Springer,,2197-0378,Allergo Journal International,Híbrida,100,CRUE/CSIC
Springer,,1664-221X,Alpine Botany,Híbrida,100,CRUE/CSIC
Springer,,1654-7209,Ambio,Híbrida,100,CRUE/CSIC
Springer,,1179-187X,American Journal of Cardiovascular Drugs,Híbrida,100,CRUE/CSIC
Springer,,1179-1888,American Journal of Clinical Dermatology,Híbrida,100,CRUE/CSIC
Springer,,1936-1351,American Journal of Criminal Justice,Híbrida,100,CRUE/CSIC
Springer,,1573-3262,American Journal of Dance Therapy,Híbrida,100,CRUE/CSIC
Springer,,1874-9380,American Journal of Potato Research,Híbrida,100,CRUE/CSIC
Springer,,1438-2199,Amino Acids,Cambio de híbrida a OA,100. Si cuando se acepte el artículo no quedan licencias deben hacerse cargo los/as autores/as,CRUE/CSIC
Springer,,1869-8182,AMS Review,Híbrida,100,CRUE/CSIC
Springer,,1573-1979,Analog Integrated Circuits and Signal Processing,Híbrida,100,CRUE/CSIC
Springer,,1664-235X,Analysis and Mathematical Physics,Híbrida,100,CRUE/CSIC
Springer,,1618-2650,Analytical and Bioanalytical Chemistry,Híbrida,100,CRUE/CSIC
Springer,,1348-2246,Analytical Sciences,Híbrida,100,CRUE/CSIC
Springer,,2731-3972,Anästhesie Nachrichten,Híbrida,100,CRUE/CSIC
Springer,,1447-073X,Anatomical Science International,Híbrida,100,CRUE/CSIC
Springer,,1573-7209,Angiogenesis,Híbrida,100,CRUE/CSIC
Springer,,1435-9456,Animal Cognition,Cambio de híbrida a OA,100. Si cuando se acepte el artículo no quedan licencias deben hacerse cargo los/as autores/as,CRUE/CSIC
Springer,,1424-0661,Annales Henri Poincaré,Híbrida,100,CRUE/CSIC
Springer,,2195-4763,Annales mathématiques du Québec,Híbrida,100,CRUE/CSIC
Springer,,1827-1510,ANNALI DELL'UNIVERSITA' DI FERRARA,Híbrida,100,CRUE/CSIC
Springer,,1618-1891,Annali di Matematica Pura ed Applicata (1923 -),Híbrida,100,CRUE/CSIC
Springer,,1573-9686,Annals of Biomedical Engineering,Híbrida,100,CRUE/CSIC
Springer,,0219-3094,Annals of Combinatorics,Híbrida,100,CRUE/CSIC
Springer,,2198-5812,Annals of Data Science,Híbrida,100,CRUE/CSIC
Springer,,1934-7243,Annals of Dyslexia,Híbrida,100,CRUE/CSIC
Springer,,1614-2454,Annals of Finance,Híbrida,100,CRUE/CSIC
Springer,,2008-8752,Annals of Functional Analysis,Híbrida,100,CRUE/CSIC
Springer,,1572-9060,Annals of Global Analysis and Geometry,Híbrida,100,CRUE/CSIC
Springer,,1432-0584,Annals of Hematology,Híbrida,100,CRUE/CSIC
Springer,,1573-7470,Annals of Mathematics and Artificial Intelligence,Híbrida,100,CRUE/CSIC
Springer,,1864-6433,Annals of Nuclear Medicine,Híbrida,100,CRUE/CSIC
Springer,,1572-9338,Annals of Operations Research,Híbrida,100,CRUE/CSIC
Springer,,2199-2576,Annals of PDE,Híbrida,100,CRUE/CSIC
Springer,,1534-4681,Annals of Surgical Oncology,Híbrida,100,CRUE/CSIC
Springer,,1958-9395,Annals of Telecommunications,Híbrida,100,CRUE/CSIC
Springer,,2731-3980,Anthropocene Science,Híbrida,100,CRUE/CSIC
Springer,,1572-9699,Antonie van Leeuwenhoek,Híbrida,100,CRUE/CSIC
Springer,,1297-9678,Apidologie,Híbrida,100,CRUE/CSIC
Springer,,1573-675X,Apoptosis,Híbrida,100,CRUE/CSIC
Springer,,1432-0622,"Applicable Algebra in Engineering, Communication and Computing",Híbrida,100,CRUE/CSIC
Springer,,1572-9109,Applications of Mathematics,Híbrida,100,CRUE/CSIC
Springer,,1559-0291,Applied Biochemistry and Biotechnology,Híbrida,100,CRUE/CSIC
Springer,,1572-9095,Applied Categorical Structures,Híbrida,100,CRUE/CSIC
Springer,,1573-4897,Applied Composite Materials,Híbrida,100,CRUE/CSIC
Springer,,1347-605X,Applied Entomology and Zoology,Híbrida,100,CRUE/CSIC
Springer,,2948-2631,Applied Fruit Science,Híbrida,100,CRUE/CSIC
Springer,,1866-928X,Applied Geomatics,Híbrida,100,CRUE/CSIC
Springer,,1993-0658,Applied Geophysics,Híbrida,100,CRUE/CSIC
Springer,,1179-1896,Applied Health Economics and Health Policy,Híbrida,100,CRUE/CSIC
Springer,,1573-7497,Applied Intelligence,Híbrida,100,CRUE/CSIC
Springer,,1613-7507,Applied Magnetic Resonance,Híbrida,100,CRUE/CSIC
Springer,,1432-0606,Applied Mathematics & Optimization,Híbrida,100,CRUE/CSIC
Springer,,1573-2754,Applied Mathematics and Mechanics,Híbrida,100,CRUE/CSIC
Springer,,1993-0445,Applied Mathematics-A Journal of Chinese Universities,Híbrida,100,CRUE/CSIC
Springer,,1432-0614,Applied Microbiology and Biotechnology,Cambio de híbrida a OA,100. Si cuando se acepte el artículo no quedan licencias deben hacerse cargo los/as autores/as,CRUE/CSIC
Springer,,2190-5517,Applied Nanoscience,Híbrida,100,CRUE/CSIC
Springer,,1432-0630,Applied Physics A,Híbrida,100,CRUE/CSIC
Springer,,1432-0649,Applied Physics B,Híbrida,100,CRUE/CSIC
Springer,,1573-3270,Applied Psychophysiology and Biofeedback,Híbrida,100,CRUE/CSIC
Springer,,1871-2576,Applied Research in Quality of Life,Híbrida,100,CRUE/CSIC
Springer,,1874-4621,Applied Spatial Analysis and Policy,Híbrida,100,CRUE/CSIC
Springer,,1573-143X,Aquaculture International,Híbrida,100,CRUE/CSIC
Springer,,1573-5125,Aquatic Ecology,Híbrida,100,CRUE/CSIC
Springer,,1573-1421,Aquatic Geochemistry,Híbrida,100,CRUE/CSIC
Springer,,1420-9055,Aquatic Sciences,Híbrida,100,CRUE/CSIC
Springer,,2191-4281,Arabian Journal for Science and Engineering,Híbrida,100,CRUE/CSIC
Springer,,1866-7538,Arabian Journal of Geosciences,Híbrida,100,CRUE/CSIC
Springer,,1866-9565,Archaeological and Anthropological Sciences,Híbrida,100,CRUE/CSIC
Springer,,1935-3987,Archaeologies,Híbrida,100,CRUE/CSIC
Springer,,2730-9894,"Architecture, Structures and Construction",Híbrida,100,CRUE/CSIC
Springer,,1420-8938,Archiv der Mathematik,Híbrida,100,CRUE/CSIC
Springer,,1573-7500,Archival Science,Híbrida,100,CRUE/CSIC
Springer,,1432-0657,Archive for History of Exact Sciences,Híbrida,100,CRUE/CSIC
Springer,,1432-0665,Archive for Mathematical Logic,Híbrida,100,CRUE/CSIC
Springer,,1432-0673,Archive for Rational Mechanics and Analysis,Híbrida,100,CRUE/CSIC
Springer,,1432-0681,Archive of Applied Mechanics,Híbrida,100,CRUE/CSIC
Springer,,1644-9665,Archives of Civil and Mechanical Engineering,Híbrida,100,CRUE/CSIC
Springer,,1886-1784,Archives of Computational Methods in Engineering,Híbrida,100,CRUE/CSIC
Springer,,1432-069X,Archives of Dermatological Research,Híbrida,100,CRUE/CSIC
Springer,,1432-0703,Archives of Environmental Contamination and Toxicology,Híbrida,100,CRUE/CSIC
Springer,,1432-0711,Archives of Gynecology and Obstetrics,Híbrida,100,CRUE/CSIC
Springer,,1432-072X,Archives of Microbiology,Híbrida,100,CRUE/CSIC
Springer,,1434-3916,Archives of Orthopaedic and Trauma Surgery,Híbrida,100,CRUE/CSIC
Springer,,1862-3514,Archives of Osteoporosis,Híbrida,100,CRUE/CSIC
Springer,,1976-3786,Archives of Pharmacal Research,Híbrida,100,CRUE/CSIC
Springer,,1573-2800,Archives of Sexual Behavior,Híbrida,100,CRUE/CSIC
Springer,,1432-0738,Archives of Toxicology,Híbrida,100,CRUE/CSIC
Springer,,1432-8798,Archives of Virology,Híbrida,100,CRUE/CSIC
Springer,,1435-1102,Archives of Women's Mental Health,Híbrida,100,CRUE/CSIC
Springer,,1572-8374,Argumentation,Híbrida,100,CRUE/CSIC
Springer,,2199-6806,Arnold Mathematical Journal,Híbrida,100,CRUE/CSIC
Springer,,1872-8847,Arthropod-Plant Interactions,Híbrida,100,CRUE/CSIC
Springer,,1434-3924,Arthroskopie,Híbrida,100,CRUE/CSIC
Springer,,1572-8382,Artificial Intelligence and Law,Híbrida,100,CRUE/CSIC
Springer,,1573-7462,Artificial Intelligence Review,Sólo Open Access,,CRUE/CSIC
Springer,,1614-7456,Artificial Life and Robotics,Híbrida,100,CRUE/CSIC
Springer,,1612-1031,Asia Europe Journal,Híbrida,100,CRUE/CSIC
Springer,,1876-407X,Asia Pacific Education Review,Híbrida,100,CRUE/CSIC
Springer,,1572-9958,Asia Pacific Journal of Management,Híbrida,100,CRUE/CSIC
Springer,,2520-8101,Asian Archaeology,Híbrida,100,CRUE/CSIC
Springer,,1793-9453,Asian Bioethics Review,Híbrida,100,CRUE/CSIC
Springer,,2210-6731,Asian Journal of Business Ethics,Híbrida,100,CRUE/CSIC
Springer,,2522-011X,Asian Journal of Civil Engineering,Híbrida,100,CRUE/CSIC
Springer,,1871-014X,Asian Journal of Criminology,Híbrida,100,CRUE/CSIC
Springer,,2731-4642,Asian Journal of Philosophy,Híbrida,100,CRUE/CSIC
Springer,,1573-6946,Asia-Pacific Financial Markets,Híbrida,100,CRUE/CSIC
Springer,,1976-7951,Asia-Pacific Journal of Atmospheric Sciences,Híbrida,100,CRUE/CSIC
Springer,,2509-7954,Asia-Pacific Journal of Regional Science,Híbrida,100,CRUE/CSIC
Springer,,1863-818X,AStA Advances in Statistical Analysis,Híbrida,100,CRUE/CSIC
Springer,,1863-8163,AStA Wirtschafts- und Sozialstatistisches Archiv,Híbrida,100,CRUE/CSIC
Springer,,2522-0098,Astrodynamics,Híbrida,100,CRUE/CSIC
Springer,,1572-946X,Astrophysics and Space Science,Híbrida,100,CRUE/CSIC
Springer,,1573-9678,Atlantic Economic Journal,Híbrida,100,CRUE/CSIC
Springer,,1943-393X,"Attention, Perception, & Psychophysics",Híbrida,100,CRUE/CSIC
Springer,,2365-4325,Augmented Human Research,Híbrida,100,CRUE/CSIC
Springer,,1833-928X,Australasian Plant Disease Notes,Híbrida,100,CRUE/CSIC
Springer,,1448-6032,Australasian Plant Pathology,Híbrida,100,CRUE/CSIC
Springer,,1573-7535,Automated Software Engineering,Híbrida,100,CRUE/CSIC
Springer,,2365-5135,Automotive and Engine Technology,Sólo Open Access,,CRUE/CSIC
Springer,,2522-8765,Automotive Innovation,Híbrida,100,CRUE/CSIC
Springer,,1573-7454,Autonomous Agents and Multi-Agent Systems,Híbrida,100,CRUE/CSIC
Springer,,1573-7527,Autonomous Robots,Híbrida,100,CRUE/CSIC
Springer,,1572-8390,Axiomathes,Híbrida,100,CRUE/CSIC
Springer,,1735-8787,Banach Journal of Mathematical Analysis,Híbrida,100,CRUE/CSIC
Springer,,1435-1803,Basic Research in Cardiology,Híbrida,100,CRUE/CSIC
Springer,,2196-8934,Behavior Analysis in Practice,Híbrida,100,CRUE/CSIC
Springer,,2376-6786,Behavior and Social Issues,Híbrida,100,CRUE/CSIC
Springer,,1573-3297,Behavior Genetics,Híbrida,100,CRUE/CSIC
Springer,,1554-3528,Behavior Research Methods,Híbrida,100,CRUE/CSIC
Springer,,1432-0762,Behavioral Ecology and Sociobiology,Híbrida,100,CRUE/CSIC
Springer,,1349-6964,Behaviormetrika,Híbrida,100,CRUE/CSIC
Springer,,2191-0383,Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry,Híbrida,100,CRUE/CSIC
Springer,,1862-2593,Berliner Journal für Soziologie,Híbrida,100,CRUE/CSIC
Springer,,1613-7531,BHM Berg- und Hüttenmännische Monatshefte,Híbrida,100,CRUE/CSIC
Springer,,1573-4927,Biochemical Genetics,Híbrida,100,CRUE/CSIC
Springer,,2092-7843,BioChip Journal,Híbrida,100,CRUE/CSIC
Springer,,1573-8248,BioControl,Híbrida,100,CRUE/CSIC
Springer,,1572-9729,Biodegradation,Híbrida,100,CRUE/CSIC
Springer,,2522-8552,Bio-Design and Manufacturing,Híbrida,100,CRUE/CSIC
Springer,,1572-9710,Biodiversity and Conservation,Híbrida,100,CRUE/CSIC
Springer,,1179-190X,BioDrugs,Híbrida,100,CRUE/CSIC
Springer,,1939-1242,BioEnergy Research,Híbrida,100,CRUE/CSIC
Springer,,1573-515X,Biogeochemistry,Sólo Open Access,,CRUE/CSIC
Springer,,1573-6768,Biogerontology,Híbrida,100,CRUE/CSIC
Springer,,1336-9563,Biologia,Híbrida,100,CRUE/CSIC
Springer,,2676-8607,Biologia Futura,Híbrida,100,CRUE/CSIC
Springer,,1432-0770,Biological Cybernetics,Híbrida,100,CRUE/CSIC
Springer,,1573-1464,Biological Invasions,Híbrida,100,CRUE/CSIC
Springer,,1555-5550,Biological Theory,Híbrida,100,CRUE/CSIC
Springer,,1559-0720,Biological Trace Element Research,Híbrida,100,CRUE/CSIC
Springer,,1572-8404,Biology & Philosophy,Híbrida,100,CRUE/CSIC
Springer,,1432-0789,Biology and Fertility of Soils,Híbrida,100,CRUE/CSIC
Springer,,2190-6823,Biomass Conversion and Biorefinery,Híbrida,100,CRUE/CSIC
Springer,,1617-7940,Biomechanics and Modeling in Mechanobiology,Híbrida,100,CRUE/CSIC
Springer,,2730-5945,Biomedical Engineering Education,Híbrida,100,CRUE/CSIC
Springer,,2093-985X,Biomedical Engineering Letters,Híbrida,100,CRUE/CSIC
Springer,,2731-4820,Biomedical Materials & Devices,Híbrida,100,CRUE/CSIC
Springer,,1572-8781,Biomedical Microdevices,Híbrida,100,CRUE/CSIC
Springer,,1572-8773,BioMetals,Híbrida,100,CRUE/CSIC
Springer,,1874-270X,Biomolecular NMR Assignments,Híbrida,100,CRUE/CSIC
Springer,,2191-1649,BioNanoScience,Híbrida,100,CRUE/CSIC
Springer,,2730-7204,Biophysical Economics and Sustainability,Híbrida,100,CRUE/CSIC
Springer,,1867-2469,Biophysical Reviews,Híbrida,100,CRUE/CSIC
Springer,,1615-7605,Bioprocess and Biosystems Engineering,Híbrida,100,CRUE/CSIC
Springer,,1875-1350,Biosemiotics,Híbrida,100,CRUE/CSIC
Springer,,1868-6249,BIOspektrum,Híbrida,100,CRUE/CSIC
Springer,,1976-3816,Biotechnology and Bioprocess Engineering,Híbrida,100,CRUE/CSIC
Springer,,1573-6776,Biotechnology Letters,Híbrida,100,CRUE/CSIC
Springer,,1572-9125,BIT Numerical Mathematics,Híbrida,100,CRUE/CSIC
Springer,,2296-4495,Boletín de la Sociedad Matemática Mexicana,Híbrida,100,CRUE/CSIC
Springer,,2198-2759,Bollettino dell'Unione Matematica Italiana,Híbrida,100,CRUE/CSIC
Springer,,1573-1472,Boundary-Layer Meteorology,Híbrida,100,CRUE/CSIC
Springer,,1931-7565,Brain Imaging and Behavior,Híbrida,100,CRUE/CSIC
Springer,,1863-2661,Brain Structure and Function,Híbrida,100,CRUE/CSIC
Springer,,1573-6792,Brain Topography,Híbrida,100,CRUE/CSIC
Springer,,1861-387X,Brain Tumor Pathology,Híbrida,100,CRUE/CSIC
Springer,,1806-9959,Brazilian Journal of Botany,Híbrida,100,CRUE/CSIC
Springer,,1678-4383,Brazilian Journal of Chemical Engineering,Híbrida,100,CRUE/CSIC
Springer,,1678-4405,Brazilian Journal of Microbiology,Híbrida,100,CRUE/CSIC
Springer,,1678-4448,Brazilian Journal of Physics,Híbrida,100,CRUE/CSIC
Springer,,1880-4233,Breast Cancer,Híbrida,100,CRUE/CSIC
Springer,,1573-7217,Breast Cancer Research and Treatment,Híbrida,100,CRUE/CSIC
Springer,,1938-436X,Brittonia,Híbrida,100,CRUE/CSIC
Springer,,1996-8744,Building Simulation,Híbrida,100,CRUE/CSIC
Springer,,2662-1509,Bulletin of Atmospheric Science and Technology,Híbrida,100,CRUE/CSIC
Springer,,1573-1456,Bulletin of Earthquake Engineering,Híbrida,100,CRUE/CSIC
Springer,,1435-9537,Bulletin of Engineering Geology and the Environment,Híbrida,100,CRUE/CSIC
Springer,,1432-0800,Bulletin of Environmental Contamination and Toxicology,Híbrida,100,CRUE/CSIC
Springer,,1522-9602,Bulletin of Mathematical Biology,Híbrida,100,CRUE/CSIC
Springer,,1678-7714,"Bulletin of the Brazilian Mathematical Society, New Series",Híbrida,100,CRUE/CSIC
Springer,,1735-8515,Bulletin of the Iranian Mathematical Society,Híbrida,100,CRUE/CSIC
Springer,,2180-4206,Bulletin of the Malaysian Mathematical Sciences Society,Híbrida,100,CRUE/CSIC
Springer,,1432-0819,Bulletin of Volcanology,Híbrida,100,CRUE/CSIC
Springer,,1437-1588,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,Híbrida,100,CRUE/CSIC
Springer,,1867-0202,Business & Information Systems Engineering,Híbrida,100,CRUE/CSIC
Springer,,1432-0827,Calcified Tissue International,Híbrida,100,CRUE/CSIC
Springer,,1126-5434,Calcolo,Híbrida,100,CRUE/CSIC
Springer,,1432-0835,Calculus of Variations and Partial Differential Equations,Híbrida,100,CRUE/CSIC
Springer,,2520-1336,Cambridge Journal of Evidence-Based Policing,Sólo Open Access,,CRUE/CSIC
Springer,,1496-8975,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,Híbrida,100,CRUE/CSIC
Springer,,1481-8035,Canadian Journal of Emergency Medicine,Híbrida,100,CRUE/CSIC
Springer,,1920-7476,Canadian Journal of Public Health,Híbrida,100,CRUE/CSIC
Springer,,1942-4051,"Canadian Journal of Science, Mathematics and Technology Education",Híbrida,100,CRUE/CSIC
Springer,,1927-629X,Canadian Studies in Population,Híbrida,100,CRUE/CSIC
Springer,,1573-7233,Cancer and Metastasis Reviews,Híbrida,100,CRUE/CSIC
Springer,,1573-7225,Cancer Causes & Control,Híbrida,100,CRUE/CSIC
Springer,,1432-0843,Cancer Chemotherapy and Pharmacology,Híbrida,100,CRUE/CSIC
Springer,,1432-0851,"Cancer Immunology, Immunotherapy",Cambio de híbrida a OA,100. Si cuando se acepte el artículo no quedan licencias deben hacerse cargo los/as autores/as,CRUE/CSIC
Springer,,2233-4998,Carbon Letters,Híbrida,100,CRUE/CSIC
Springer,,1878-5212,Carbonates and Evaporites,Híbrida,100,CRUE/CSIC
Springer,,1432-086X,CardioVascular and Interventional Radiology,Híbrida,100,CRUE/CSIC
Springer,,1573-7241,Cardiovascular Drugs and Therapy,Híbrida,100,CRUE/CSIC
Springer,,1869-4098,Cardiovascular Engineering and Technology,Híbrida,100,CRUE/CSIC
Springer,,1868-4297,Cardiovascular Intervention and Therapeutics,Híbrida,100,CRUE/CSIC
Springer,,1559-0259,Cardiovascular Toxicology,Híbrida,100,CRUE/CSIC
Springer,,1572-879X,Catalysis Letters,Híbrida,100,CRUE/CSIC
Springer,,1574-9266,Catalysis Surveys from Asia,Híbrida,100,CRUE/CSIC
Springer,,2524-4930,CCF Transactions on High Performance Computing,Híbrida,100,CRUE/CSIC
Springer,,2524-5228,CCF Transactions on Pervasive Computing and Interaction,Híbrida,100,CRUE/CSIC
Springer,,1869-5590,CEAS Aeronautical Journal,Híbrida,100,CRUE/CSIC
Springer,,1868-2510,CEAS Space Journal,Híbrida,100,CRUE/CSIC
Springer,,1572-9478,Celestial Mechanics and Dynamical Astronomy,Híbrida,100,CRUE/CSIC
Springer,,1573-6814,Cell and Tissue Banking,Híbrida,100,CRUE/CSIC
Springer,,1432-0878,Cell and Tissue Research,Híbrida,100,CRUE/CSIC
Springer,,1559-0283,Cell Biochemistry and Biophysics,Híbrida,100,CRUE/CSIC
Springer,,1573-6822,Cell Biology and Toxicology,Sólo Open Access,,CRUE/CSIC
Springer,,1865-5033,Cellular and Molecular Bioengineering,Híbrida,100,CRUE/CSIC
Springer,,1420-9071,Cellular and Molecular Life Sciences,Cambio de híbrida a OA,100. Si cuando se acepte el artículo no quedan licencias deben hacerse cargo los/as autores/as,CRUE/CSIC
Springer,,1573-6830,Cellular and Molecular Neurobiology,Sólo Open Access,,CRUE/CSIC
Springer,,2211-3436,Cellular Oncology,Híbrida,100,CRUE/CSIC
Springer,,1572-882X,Cellulose,Híbrida,100,CRUE/CSIC
Springer,,2192-4449,CEN Case Reports,Híbrida,100,CRUE/CSIC
Springer,,1613-9178,Central European Journal of Operations Research,Híbrida,100,CRUE/CSIC
Springer,,1788-9170,Cereal Research Communications,Híbrida,100,CRUE/CSIC
Springer,,1336-9075,Chemical Papers,Híbrida,100,CRUE/CSIC
Springer,,2210-3171,Chemical Research in Chinese Universities,Híbrida,100,CRUE/CSIC
Springer,,2522-5766,Chemistry Africa,Híbrida,100,CRUE/CSIC
Springer,,1423-0445,Chemoecology,Híbrida,100,CRUE/CSIC
Springer,,2199-3793,ChemTexts,Híbrida,100,CRUE/CSIC
Springer,,1573-3319,Child & Youth Care Forum,Híbrida,100,CRUE/CSIC
Springer,,1573-2797,Child and Adolescent Social Work Journal,Híbrida,100,CRUE/CSIC
Springer,,1874-8988,Child Indicators Research,Híbrida,100,CRUE/CSIC
Springer,,1573-3327,Child Psychiatry & Human Development,Híbrida,100,CRUE/CSIC
Springer,,1573-1693,Children's Literature in Education,Híbrida,100,CRUE/CSIC
Springer,,1433-0350,Child's Nervous System,Híbrida,100,CRUE/CSIC
Springer,,2365-9459,China Foundry,Híbrida,100,CRUE/CSIC
Springer,,2524-5635,China International Strategy Review,Híbrida,100,CRUE/CSIC
Springer,,2191-8945,China Ocean Engineering,Híbrida,100,CRUE/CSIC
Springer,,2523-8965,China Population and Development Studies,Híbrida,100,CRUE/CSIC
Springer,,1868-5161,China-EU Law Journal,Híbrida,100,CRUE/CSIC
Springer,,1860-6261,"Chinese Annals of Mathematics, Series B",Híbrida,100,CRUE/CSIC
Springer,,1993-064X,Chinese Geographical Science,Híbrida,100,CRUE/CSIC
Springer,,2520-8993,Chinese Journal of Academic Radiology,Híbrida,100,CRUE/CSIC
Springer,,1993-0402,Chinese Journal of Integrative Medicine,Híbrida,100,CRUE/CSIC
Springer,,1439-6203,Chinese Journal of Polymer Science,Híbrida,100,CRUE/CSIC
Springer,,2365-4252,Chinese Political Science Review,Híbrida,100,CRUE/CSIC
Springer,,1612-1112,Chromatographia,Híbrida,100,CRUE/CSIC
Springer,,1432-0886,Chromosoma,Híbrida,100,CRUE/CSIC
Springer,,1573-6849,Chromosome Research,Híbrida,100,CRUE/CSIC
Springer,,1531-5878,"Circuits, Systems, and Signal Processing",Híbrida,100,CRUE/CSIC
Springer,,2730-5988,Circular Economy and Sustainability,Híbrida,100,CRUE/CSIC
Springer,,1618-9558,Clean Technologies and Environmental Policy,Híbrida,100,CRUE/CSIC
Springer,,1432-0894,Climate Dynamics,Híbrida,100,CRUE/CSIC
